gene,rank,weighted_lfc,direction_consistency
LRRN2,560,0.317538033525459,0.666666666666667
BAIAP2,561,-0.0443182523957951,0.666666666666667
ERBB3,562,-0.188215468617104,0.666666666666667
S100A2,563,0.799788297862119,1
SLCO4A1,564,0.313234028906858,0.666666666666667
ASB13,565,-0.485202962210052,0.666666666666667
ATF4,566,0.641339424954617,1
MSX1,567,0.684802444662098,0.666666666666667
MTMR11,568,-0.103243360443456,0.666666666666667
CCDC117,569,0.633913735330858,0.666666666666667
LDLR,570,1.8386918519165,1
CBX8,571,0.235958730731367,0.666666666666667
BRWD1,572,-0.398354852859602,1
CLDN11,573,-0.535992713144305,1
DCP1A,574,0.372653890351809,0.666666666666667
UPK1B,575,0.168666876963571,0.666666666666667
OASL,576,1.05675991752578,1
RSL1D1,577,-0.179292427124411,0.666666666666667
PMM1,578,-0.279129395417736,0.666666666666667
METTL9,579,-0.19252912946728,0.666666666666667
TMEM170B,580,-0.218108340816345,0.666666666666667
ACBD3,581,0.272922654683242,1
UBC,582,0.947199739017389,1
B3GALNT1,583,-0.28315445402785,0.666666666666667
GPC5,584,-0.578646114536356,1
RNF114,585,0.260240465528712,0.666666666666667
PARP2,586,-0.0272514075824644,0.666666666666667
DDX5,587,0.481925475288098,1
MCL1,588,1.19724521774469,1
CYP3A4,589,1.53995011025853,0.666666666666667
SNAPC1,590,0.383555455849372,0.666666666666667
MYOM2,591,0.0857029562388407,0.666666666666667
ACOT4,592,-0.0864877615422897,0.666666666666667
HAO2,593,-0.635048363725163,0.666666666666667
TMEM204,594,-0.269458323875834,1
EFNA1,595,0.590296418093978,1
HSPA6,596,4.2096013709342,1
TARS,597,0.219283603884481,1
MED6,598,0.191140291790215,0.666666666666667
SLC47A2,599,1.57675429691001,1
IRF6,600,0.170439784316064,1
PHKB,601,-0.16980624583588,0.666666666666667
HIBADH,602,-0.396974856940976,0.666666666666667
IL10,603,2.15453475213366,0.666666666666667
TMEM150C,604,-0.297663088252294,0.666666666666667
CCNL1,605,1.90444422056686,0.666666666666667
SFXN2,606,0.192203119695418,0.666666666666667
ESPN,607,0.749159267572797,0.666666666666667
KCNJ10,608,-0.251921602354414,0.666666666666667
BTN2A1,609,0.197304134283139,0.666666666666667
MAP1LC3B,610,0.624761478181918,1
HMGCS1,611,0.97566899969119,0.666666666666667
RRAD,612,1.12408197276956,0.666666666666667
CRYL1,613,-0.311495674464382,0.666666666666667
ACOT12,614,0.22885675806319,0.666666666666667
HIST1H2BC,615,0.812125169741058,0.666666666666667
DACH1,616,-0.212574695673588,0.666666666666667
RSRC2,617,0.444739452252637,0.666666666666667
NBPF8,618,0.590896244381428,0.666666666666667
C5,619,-0.224549478395494,0.666666666666667
GRASP,620,0.347621857027481,0.666666666666667
TAGLN2,621,0.268886429028681,0.666666666666667
KBTBD8,622,0.289973401324657,0.666666666666667
PSMA4,623,0.180578366241827,0.666666666666667
ZNF597,624,0.553298104916367,0.666666666666667
SPHK2,625,-0.277104236333397,0.666666666666667
NFYA,626,0.241437570081774,1
FOSL2,627,0.648592943393435,1
SOS2,628,-0.27403921140593,0.666666666666667
PNN,629,0.371168153798161,1
MIOX,630,-0.979801583810046,0.666666666666667
UNC5CL,631,1.21674521716035,1
PIM1,632,1.38293423593624,0.666666666666667
OCIAD2,633,-0.0908891572140302,0.666666666666667
PPFIA1,634,-0.112231446230496,0.666666666666667
WT1,635,0.997055161724371,0.666666666666667
SHANK2,636,-0.333211243541824,0.666666666666667
