"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Module"
"R-HSA-399954","Sema3A PAK dependent Axon repulsion","2/12","16/11146",0.125,116.104166666667,15.1254569933287,0.000126449713767567,0.0016093599934054,0.000822830673320053,"HSP90AA1/HSP90AB1",2,14
"R-HSA-9820965","Respiratory syncytial virus (RSV) genome replication, transcription and translation","2/12","16/11146",0.125,116.104166666667,15.1254569933287,0.000126449713767567,0.0016093599934054,0.000822830673320053,"HSP90AA1/HSP90AB1",2,14
"R-HSA-3000480","Scavenging by Class A Receptors","2/12","19/11146",0.105263157894737,97.7719298245614,13.8593291541692,0.000179867686562152,0.0020984563432251,0.00107289497247599,"COLEC11/HSP90B1",2,14
"R-HSA-9613829","Chaperone Mediated Autophagy","2/12","22/11146",0.0909090909090909,84.4393939393939,12.8604759684813,0.000242543405300159,0.00261200590323248,0.00133546166481059,"HSP90AA1/HSP90AB1",2,14
"R-HSA-9013418","RHOBTB2 GTPase cycle","2/12","23/11146",0.0869565217391304,80.768115942029,12.5715068061089,0.0002654838866206,0.002654838866206,0.00135736122482713,"HSP90AA1/HSP90AB1",2,14
"R-HSA-5339562","Uptake and actions of bacterial toxins","2/12","31/11146",0.0645161290322581,59.9247311827957,10.7852141860078,0.000485614799475663,0.00453240479510619,0.00231731974486632,"HSP90AA1/HSP90AB1",2,14
"R-HSA-9706574","RHOBTB GTPase Cycle","2/12","35/11146",0.0571428571428571,53.0761904761905,10.1298194830907,0.000619892861268731,0.00542406253610139,0.0027732049056759,"HSP90AA1/HSP90AB1",2,14
"R-HSA-381070","IRE1alpha activates chaperones","2/12","52/11146",0.0384615384615385,35.724358974359,8.23942451297261,0.00136749766621543,0.0112617454864801,0.00575788491038078,"DNAJB11/HSPA5",2,14
"R-HSA-2029482","Regulation of actin dynamics for phagocytic cup formation","2/12","61/11146",0.0327868852459016,30.4535519125683,7.57250894794446,0.00187713809015954,0.0145999629234631,0.00746464269771045,"HSP90AA1/HSP90AB1",2,14
"R-HSA-373755","Semaphorin interactions","2/12","65/11146",0.0307692307692308,28.5794871794872,7.32079824709282,0.00212847936576174,0.0156835321687707,0.0080186480261384,"HSP90AA1/HSP90AB1",2,14
"R-HSA-3371453","Regulation of HSF1-mediated heat shock response","2/12","69/11146",0.0289855072463768,26.9227053140097,7.09085886476963,0.0023949427230688,0.0167645990614816,0.00857137395624623,"DNAJB1/HSPA5",2,14
"R-HSA-9824439","Bacterial Infection Pathways","2/12","73/11146",0.0273972602739726,25.4474885844749,6.87967754523121,0.00267641550144199,0.0178427700096133,0.00912261925303536,"HSP90AA1/HSP90AB1",2,14
"R-HSA-8852276","The role of GTSE1 in G2/M progression after G2 checkpoint","2/12","77/11146",0.025974025974026,24.1255411255411,6.68479546392549,0.0029727855947487,0.0189177265120372,0.00967222107382353,"HSP90AA1/HSP90AB1",2,14
"R-HSA-168928","DDX58/IFIH1-mediated induction of interferon-alpha/beta","2/12","82/11146",0.024390243902439,22.6544715447154,6.46105567338916,0.00336402766772715,0.0204766901513827,0.0104692851901806,"HSP90AA1/HSP90AB1",2,14
"R-HSA-2029480","Fcgamma receptor (FCGR) dependent phagocytosis","2/12","86/11146",0.0232558139534884,21.6007751937985,6.29593558444361,0.00369350968917931,0.0215454731868793,0.0110157306519383,"HSP90AA1/HSP90AB1",2,14
"R-HSA-9679191","Potential therapeutics for SARS","2/12","99/11146",0.0202020202020202,18.7643097643098,5.82839274329891,0.00486415313976245,0.0272392575826697,0.0139268384633198,"HSP90AA1/HSP90AB1",2,14
"R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling","2/12","108/11146",0.0185185185185185,17.2006172839506,5.55396701805775,0.00576257506093151,0.0310292503280927,0.0158645791151151,"HSP90AA1/HSP90B1",2,14
"R-HSA-9820952","Respiratory Syncytial Virus Infection Pathway","2/12","120/11146",0.0166666666666667,15.4805555555556,5.23566564243231,0.0070700375990941,0.0366594542175249,0.0187431795999376,"HSP90AA1/HSP90AB1",2,14
"R-HSA-9705671","SARS-CoV-2 activates/modulates innate and adaptive immune responses","2/12","126/11146",0.0158730158730159,14.7433862433862,5.09322988062456,0.00776991817759621,0.0388495908879811,0.019862948724682,"HSP90AA1/HSP90AB1",2,14
"R-HSA-1237044","Erythrocytes take up carbon dioxide and release oxygen","3/16","13/11146",0.230769230769231,160.759615384615,21.8516896355241,6.88118407871344e-07,1.65148417889123e-05,7.72624177259053e-06,"HBA1/HBA2/HBB",3,15
"R-HSA-1480926","O2/CO2 exchange in erythrocytes","3/16","13/11146",0.230769230769231,160.759615384615,21.8516896355241,6.88118407871344e-07,1.65148417889123e-05,7.72624177259053e-06,"HBA1/HBA2/HBB",3,15
"R-HSA-2168880","Scavenging of heme from plasma","3/16","13/11146",0.230769230769231,160.759615384615,21.8516896355241,6.88118407871344e-07,1.65148417889123e-05,7.72624177259053e-06,"HBA1/HBA2/HBB",3,15
"R-HSA-2173782","Binding and Uptake of Ligands by Scavenger Receptors","3/16","42/11146",0.0714285714285714,49.7589285714286,12.0030473156471,2.69284064577923e-05,0.000484711316240261,0.000226765528065619,"HBA1/HBA2/HBB",3,15
"R-HSA-9707616","Heme signaling","3/16","48/11146",0.0625,43.5390625,11.1979524357768,4.03582383385527e-05,0.00058115863207516,0.000271887079333408,"HBA1/HBA2/HBB",3,15
"R-HSA-9707564","Cytoprotection by HMOX1","3/16","60/11146",0.05,34.83125,9.96227849088845,7.90135431498626e-05,0.000948162517798352,0.000443584803648351,"HBA1/HBA2/HBB",3,15
"R-HSA-5602498","MyD88 deficiency (TLR2/4)","2/16","17/11146",0.117647058823529,81.9558823529412,12.664768206829,0.000259474230085958,0.00262497751153766,0.00122805965452054,"S100A8/S100A9",2,15
"R-HSA-5603041","IRAK4 deficiency (TLR2/4)","2/16","18/11146",0.111111111111111,77.4027777777778,12.2995518640913,0.000291664167948629,0.00262497751153766,0.00122805965452054,"S100A8/S100A9",2,15
"R-HSA-5686938","Regulation of TLR by endogenous ligand","2/16","22/11146",0.0909090909090909,63.3295454545455,11.0949986990434,0.000438883302918042,0.0028656526801119,0.00134065622461375,"S100A8/S100A9",2,15
